slug,name,botanical,genus,cat,grouped,group,groupDefault,bloomCount,bloomColors,foliage,sun,water,zones,tags
hardy-geranium-max-frei,Max Frei,Geranium sanguineum 'Max Frei',Geranium,Perennial,true,hardy-geranium,false,1,#c23a7e,,part-sun,moderate,4-8,magenta pink groundcover pollinator
hardy-geranium-kashmir-white,Kashmir White,Geranium clarkei 'Kashmir White',Geranium,Perennial,true,hardy-geranium,false,1,#f2f0e8,,part-sun,moderate,4-8,white groundcover pollinator
hardy-geranium-patricia,Patricia,Geranium 'Patricia',Geranium,Perennial,true,hardy-geranium,false,1,#cc3a7e,,part-sun,moderate,4-8,magenta pink groundcover pollinator
hardy-geranium-new-hampshire-purple,New Hampshire Purple,Geranium sanguineum 'New Hampshire Purple',Geranium,Perennial,true,hardy-geranium,false,1,#a83a9e,,part-sun,moderate,4-8,purple magenta groundcover pollinator
creeping-phlox,Creeping Phlox,Phlox subulata,Phlox,Perennial,true,creeping-phlox,true,1,#c46fb0,,full-sun,low,3-9,pink groundcover spring
creeping-phlox-emerald-blue,Emerald Blue,Phlox subulata 'Emerald Blue',Phlox,Perennial,true,creeping-phlox,false,1,#9a9ad0,,full-sun,low,3-9,blue lavender groundcover spring
creeping-phlox-candy-stripe,Candy Stripe,Phlox subulata 'Candy Stripe',Phlox,Perennial,true,creeping-phlox,false,1,#f0a8c8,,full-sun,low,3-9,pink white bicolor groundcover spring
creeping-phlox-scarlet-flame,Scarlet Flame,Phlox subulata 'Scarlet Flame',Phlox,Perennial,true,creeping-phlox,false,1,#d63a52,,full-sun,low,3-9,red magenta groundcover spring
creeping-phlox-purple-beauty,Purple Beauty,Phlox subulata 'Purple Beauty',Phlox,Perennial,true,creeping-phlox,false,1,#8a4aae,,full-sun,low,3-9,purple violet groundcover spring
creeping-phlox-white-delight,White Delight,Phlox subulata 'White Delight',Phlox,Perennial,true,creeping-phlox,false,1,#f4f2ea,,full-sun,low,3-9,white groundcover spring
creeping-phlox-emerald-pink,Emerald Pink,Phlox subulata 'Emerald Pink',Phlox,Perennial,true,creeping-phlox,false,1,#ec7ab0,,full-sun,low,3-9,pink groundcover spring
creeping-phlox-amazing-grace,Amazing Grace,Phlox subulata 'Amazing Grace',Phlox,Perennial,true,creeping-phlox,false,1,#f2e0ea,,full-sun,low,3-9,white pink bicolor groundcover spring
creeping-phlox-red-wings,Red Wings,Phlox subulata 'Red Wings',Phlox,Perennial,true,creeping-phlox,false,1,#cc2e4e,,full-sun,low,3-9,red magenta bicolor groundcover spring
creeping-phlox-drummonds-pink,Drummond's Pink,Phlox subulata 'Drummond's Pink',Phlox,Perennial,true,creeping-phlox,false,1,#e85a9a,,full-sun,low,3-9,pink rose groundcover spring
creeping-phlox-snowflake,Snowflake,Phlox subulata 'Snowflake',Phlox,Perennial,true,creeping-phlox,false,1,#f2f0e8,,full-sun,low,3-9,white groundcover spring
chrysanthemum,Garden Mum,Chrysanthemum,Chrysanthemum,Perennial,true,chrysanthemums,true,1,#e0602e,,full-sun,moderate,5-9,orange fall
chrysanthemum-yellow,Yellow Mum,Chrysanthemum 'Yellow',Chrysanthemum,Perennial,true,chrysanthemums,false,1,#f4c220,,full-sun,moderate,5-9,yellow fall
chrysanthemum-gold,Gold Mum,Chrysanthemum 'Gold',Chrysanthemum,Perennial,true,chrysanthemums,false,1,#e0a020,,full-sun,moderate,5-9,gold yellow fall
chrysanthemum-bronze,Bronze Mum,Chrysanthemum 'Bronze',Chrysanthemum,Perennial,true,chrysanthemums,false,1,#c5722a,,full-sun,moderate,5-9,bronze orange fall
chrysanthemum-rust,Rust Mum,Chrysanthemum 'Rust',Chrysanthemum,Perennial,true,chrysanthemums,false,1,#b5482a,,full-sun,moderate,5-9,rust red orange fall
chrysanthemum-red,Red Mum,Chrysanthemum 'Red',Chrysanthemum,Perennial,true,chrysanthemums,false,1,#b52a2a,,full-sun,moderate,5-9,red fall
chrysanthemum-burgundy,Burgundy Mum,Chrysanthemum 'Burgundy',Chrysanthemum,Perennial,true,chrysanthemums,false,1,#7a2438,,full-sun,moderate,5-9,burgundy red fall
chrysanthemum-purple,Purple Mum,Chrysanthemum 'Purple',Chrysanthemum,Perennial,true,chrysanthemums,false,1,#8a4e9e,,full-sun,moderate,5-9,purple fall
chrysanthemum-lavender,Lavender Mum,Chrysanthemum 'Lavender',Chrysanthemum,Perennial,true,chrysanthemums,false,1,#b288c4,,full-sun,moderate,5-9,lavender purple fall
chrysanthemum-pink,Pink Mum,Chrysanthemum 'Pink',Chrysanthemum,Perennial,true,chrysanthemums,false,1,#e87aa4,,full-sun,moderate,5-9,pink fall
chrysanthemum-white,White Mum,Chrysanthemum 'White',Chrysanthemum,Perennial,true,chrysanthemums,false,1,#f4f2ea,,full-sun,moderate,5-9,white fall
chrysanthemum-coral,Coral Mum,Chrysanthemum 'Coral',Chrysanthemum,Perennial,true,chrysanthemums,false,1,#f0845e,,full-sun,moderate,5-9,coral orange peach fall
chrysanthemum-sheffield-pink,Sheffield Pink,Chrysanthemum 'Sheffield Pink',Chrysanthemum,Perennial,true,chrysanthemums,false,1,#f0b89c,,full-sun,moderate,3-9,apricot peach pink fall
chrysanthemum-clara-curtis,Clara Curtis,Chrysanthemum 'Clara Curtis',Chrysanthemum,Perennial,true,chrysanthemums,false,1,#e87298,,full-sun,moderate,3-9,pink fall
chrysanthemum-mary-stoker,Mary Stoker,Chrysanthemum 'Mary Stoker',Chrysanthemum,Perennial,true,chrysanthemums,false,1,#e8c068,,full-sun,moderate,3-9,yellow gold apricot fall
dianthus,Dianthus,Dianthus,Dianthus,Perennial,true,dianthus,true,1,#e05a8e,#7f9183,full-sun,low,3-9,pink fragrant
dianthus-firewitch,Firewitch,Dianthus gratianopolitanus 'Firewitch',Dianthus,Perennial,true,dianthus,false,1,#d83a82,#9aa8a0,full-sun,low,3-9,magenta pink fragrant
dianthus-baths-pink,Bath's Pink,Dianthus 'Bath's Pink',Dianthus,Perennial,true,dianthus,false,1,#f0a0c0,#9aa8a0,full-sun,low,3-9,pink fragrant
dianthus-maiden-pink,Maiden Pink,Dianthus deltoides,Dianthus,Perennial,true,dianthus,false,1,#d6285e,#7f9183,full-sun,low,3-9,magenta red pink
dianthus-frosty-fire,Frosty Fire,Dianthus 'Frosty Fire',Dianthus,Perennial,true,dianthus,false,1,#cc2a3a,#9aa8a0,full-sun,low,3-9,red double fragrant
dianthus-coconut-surprise,Coconut Surprise,Dianthus 'Coconut Surprise',Dianthus,Perennial,true,dianthus,false,1,#f2eee8,#9aa8a0,full-sun,low,3-9,white red bicolor fragrant
dianthus-neon-star,Neon Star,Dianthus 'Neon Star',Dianthus,Perennial,true,dianthus,false,1,#e0307e,#9aa8a0,full-sun,low,3-9,magenta pink fragrant
dianthus-tiny-rubies,Tiny Rubies,Dianthus gratianopolitanus 'Tiny Rubies',Dianthus,Perennial,true,dianthus,false,1,#c84878,#9aa8a0,full-sun,low,3-9,pink magenta double dwarf fragrant
dianthus-brilliant,Brilliant,Dianthus deltoides 'Brilliant',Dianthus,Perennial,true,dianthus,false,1,#d62a36,#7f9183,full-sun,low,3-9,red fragrant
dianthus-georgia-peach-pie,Georgia Peach Pie,Dianthus 'Georgia Peach Pie',Dianthus,Perennial,true,dianthus,false,1,#f0a888,#9aa8a0,full-sun,low,3-9,peach coral pink bicolor fragrant
dianthus-pink-fire,Pink Fire,Dianthus gratianopolitanus 'Pink Fire',Dianthus,Perennial,true,dianthus,false,1,#e23a86,#9aa8a0,full-sun,low,3-9,pink magenta double fragrant
dianthus-mountain-frost-ruby,Mountain Frost Ruby,Dianthus 'Mountain Frost Ruby Snow',Dianthus,Perennial,true,dianthus,false,1,#d6486e,#9aa8a0,full-sun,low,3-9,red pink bicolor fragrant
dianthus-white-pinks,White Pinks,Dianthus 'White',Dianthus,Perennial,true,dianthus,false,1,#f4f2ea,#9aa8a0,full-sun,low,3-9,white fragrant
penstemon,Penstemon,Penstemon,Penstemon,Perennial,false,,false,1,#c05a9e,,full-sun,low,3-8,pink pollinator native
echinops,Globe Thistle,Echinops,Echinops,Perennial,false,,false,1,#5e6fb0,,full-sun,low,3-9,blue architectural pollinator
marigold,Marigold,Tagetes,Tagetes,Annual,true,marigolds,true,1,#f4a000,,full-sun,moderate,,orange yellow easy
marigold-yellow,Yellow Marigold,Tagetes 'Yellow',Tagetes,Annual,true,marigolds,false,1,#f4cc1e,,full-sun,moderate,,yellow easy
marigold-orange,Orange Marigold,Tagetes 'Orange',Tagetes,Annual,true,marigolds,false,1,#f07a1e,,full-sun,moderate,,orange easy
marigold-gold,Gold Marigold,Tagetes 'Gold',Tagetes,Annual,true,marigolds,false,1,#e8a000,,full-sun,moderate,,gold yellow orange easy
marigold-red,Red Marigold,Tagetes patula 'Red',Tagetes,Annual,true,marigolds,false,1,#a83820,,full-sun,moderate,,red orange easy
marigold-bicolor,Bicolor Marigold,Tagetes patula 'Bicolor',Tagetes,Annual,true,marigolds,false,1,#c85020,,full-sun,moderate,,red orange gold bicolor easy
marigold-cream,Cream Marigold,Tagetes erecta 'Vanilla',Tagetes,Annual,true,marigolds,false,1,#f2ead0,,full-sun,moderate,,cream white easy
marigold-french,French Marigold,Tagetes patula,Tagetes,Annual,true,marigolds,false,1,#f0a81e,,full-sun,moderate,,yellow orange dwarf easy
marigold-african,African Marigold,Tagetes erecta,Tagetes,Annual,true,marigolds,false,1,#f07814,,full-sun,moderate,,orange gold easy
marigold-lemon-gem,Lemon Gem,Tagetes tenuifolia 'Lemon Gem',Tagetes,Annual,true,marigolds,false,1,#f4d83a,,full-sun,moderate,,yellow dwarf easy
marigold-tangerine-gem,Tangerine Gem,Tagetes tenuifolia 'Tangerine Gem',Tagetes,Annual,true,marigolds,false,1,#f0801e,,full-sun,moderate,,orange dwarf easy
petunia,Petunia,Petunia,Petunia,Annual,true,petunias,true,1,#c05a9e,,full-sun,moderate,,purple pink
petunia-purple,Purple Petunia,Petunia 'Purple',Petunia,Annual,true,petunias,false,1,#7a3a9e,,full-sun,moderate,,purple violet
petunia-red,Red Petunia,Petunia 'Red',Petunia,Annual,true,petunias,false,1,#c82a32,,full-sun,moderate,,red
petunia-white,White Petunia,Petunia 'White',Petunia,Annual,true,petunias,false,1,#f4f2ea,,full-sun,moderate,,white
petunia-pink,Pink Petunia,Petunia 'Pink',Petunia,Annual,true,petunias,false,1,#e87ab0,,full-sun,moderate,,pink
petunia-burgundy,Burgundy Petunia,Petunia 'Burgundy',Petunia,Annual,true,petunias,false,1,#6e2030,,full-sun,moderate,,burgundy red purple
petunia-blue,Blue Petunia,Petunia 'Blue',Petunia,Annual,true,petunias,false,1,#5a52a8,,full-sun,moderate,,blue purple violet
petunia-yellow,Yellow Petunia,Petunia 'Yellow',Petunia,Annual,true,petunias,false,1,#f4d44a,,full-sun,moderate,,yellow
petunia-coral,Coral Petunia,Petunia 'Coral',Petunia,Annual,true,petunias,false,1,#f0744e,,full-sun,moderate,,coral orange salmon
petunia-salmon,Salmon Petunia,Petunia 'Salmon',Petunia,Annual,true,petunias,false,1,#f08a6a,,full-sun,moderate,,coral salmon peach
petunia-supertunia-vista-bubblegum,Supertunia Vista Bubblegum,Petunia 'Supertunia Vista Bubblegum',Petunia,Annual,true,petunias,false,1,#ec5a9e,,full-sun,moderate,,pink magenta trailing
petunia-night-sky,Night Sky,Petunia 'Night Sky',Petunia,Annual,true,petunias,false,1,#4a3a8e,,full-sun,moderate,,purple white bicolor
petunia-purple-wave,Purple Wave,Petunia 'Purple Wave',Petunia,Annual,true,petunias,false,1,#8a2e8e,,full-sun,moderate,,purple magenta trailing
petunia-star,Star Petunia,Petunia 'Star',Petunia,Annual,true,petunias,false,1,#d6488e,,full-sun,moderate,,pink white bicolor
zinnia,Zinnia,Zinnia elegans,Zinnia,Annual,true,zinnias,true,1,#e8431f,,full-sun,moderate,,red cut flower pollinator
zinnia-orange,Orange Zinnia,Zinnia elegans 'Orange',Zinnia,Annual,true,zinnias,false,1,#f0701e,,full-sun,moderate,,orange cut flower pollinator
zinnia-yellow,Yellow Zinnia,Zinnia elegans 'Yellow',Zinnia,Annual,true,zinnias,false,1,#f4c61e,,full-sun,moderate,,yellow cut flower pollinator
zinnia-pink,Pink Zinnia,Zinnia elegans 'Pink',Zinnia,Annual,true,zinnias,false,1,#ec6aa0,,full-sun,moderate,,pink cut flower pollinator
zinnia-magenta,Magenta Zinnia,Zinnia elegans 'Magenta',Zinnia,Annual,true,zinnias,false,1,#d62e7e,,full-sun,moderate,,magenta pink cut flower pollinator
zinnia-white,White Zinnia,Zinnia elegans 'White',Zinnia,Annual,true,zinnias,false,1,#f4f2ea,,full-sun,moderate,,white cut flower pollinator
zinnia-coral,Coral Zinnia,Zinnia elegans 'Coral',Zinnia,Annual,true,zinnias,false,1,#f4805a,,full-sun,moderate,,coral orange cut flower pollinator
zinnia-purple,Purple Zinnia,Zinnia elegans 'Purple',Zinnia,Annual,true,zinnias,false,1,#8a3a8e,,full-sun,moderate,,purple cut flower pollinator
zinnia-envy-green,Envy,Zinnia elegans 'Envy',Zinnia,Annual,true,zinnias,false,1,#b8c468,,full-sun,moderate,,green lime cut flower pollinator
zinnia-benarys-giant-wine,Benary's Giant Wine,Zinnia elegans 'Benary's Giant Wine',Zinnia,Annual,true,zinnias,false,1,#8e2038,,full-sun,moderate,,red burgundy cut flower pollinator
zinnia-queen-lime-orange,Queen Lime Orange,Zinnia elegans 'Queen Lime Orange',Zinnia,Annual,true,zinnias,false,1,#d49a4a,,full-sun,moderate,,orange green lime cut flower pollinator
zinnia-profusion-cherry,Profusion Cherry,Zinnia 'Profusion Cherry',Zinnia,Annual,true,zinnias,false,1,#d63a5e,,full-sun,moderate,,pink red cut flower pollinator
zinnia-profusion-white,Profusion White,Zinnia 'Profusion White',Zinnia,Annual,true,zinnias,false,1,#f2efe6,,full-sun,moderate,,white cut flower pollinator
zinnia-uproar-rose,Uproar Rose,Zinnia elegans 'Uproar Rose',Zinnia,Annual,true,zinnias,false,1,#d6357e,,full-sun,moderate,,magenta pink cut flower pollinator
sunflower,Sunflower,Helianthus annuus,Helianthus,Annual,true,sunflower,true,1,#f4b400,,full-sun,moderate,,yellow tall pollinator
sunflower-mammoth,Mammoth,Helianthus annuus 'Mammoth',Helianthus,Annual,true,sunflower,false,1,#f4b400,,full-sun,moderate,,yellow gold tall pollinator
sunflower-autumn-beauty,Autumn Beauty,Helianthus annuus 'Autumn Beauty',Helianthus,Annual,true,sunflower,false,1,#e08428,,full-sun,moderate,,orange red yellow bronze pollinator
sunflower-teddy-bear,Teddy Bear,Helianthus annuus 'Teddy Bear',Helianthus,Annual,true,sunflower,false,1,#f0b020,,full-sun,moderate,,yellow gold dwarf pollinator
sunflower-velvet-queen,Velvet Queen,Helianthus annuus 'Velvet Queen',Helianthus,Annual,true,sunflower,false,1,#9e3a2e,,full-sun,moderate,,red burgundy pollinator
sunflower-italian-white,Italian White,Helianthus annuus 'Italian White',Helianthus,Annual,true,sunflower,false,1,#f0ead8,,full-sun,moderate,,white cream pollinator
sunflower-lemon-queen,Lemon Queen,Helianthus annuus 'Lemon Queen',Helianthus,Annual,true,sunflower,false,1,#f0dc70,,full-sun,moderate,,yellow pollinator
sunflower-moulin-rouge,Moulin Rouge,Helianthus annuus 'Moulin Rouge',Helianthus,Annual,true,sunflower,false,1,#8a2e2a,,full-sun,moderate,,red burgundy pollinator
sunflower-ring-of-fire,Ring of Fire,Helianthus annuus 'Ring of Fire',Helianthus,Annual,true,sunflower,false,1,#e06a28,,full-sun,moderate,,red gold yellow bicolor pollinator
sunflower-strawberry-blonde,Strawberry Blonde,Helianthus annuus 'Strawberry Blonde',Helianthus,Annual,true,sunflower,false,1,#e0907a,,full-sun,moderate,,pink rose yellow bicolor pollinator
sunflower-soraya,Soraya,Helianthus annuus 'Soraya',Helianthus,Annual,true,sunflower,false,1,#f08020,,full-sun,moderate,,orange gold pollinator
sunflower-vanilla-ice,Vanilla Ice,Helianthus annuus 'Vanilla Ice',Helianthus,Annual,true,sunflower,false,1,#f0e8c0,,full-sun,moderate,,cream yellow white pollinator
impatiens,Impatiens,Impatiens walleriana,Impatiens,Annual,true,impatiens,true,1,#e05a7e,,full-shade,high,,pink shade
impatiens-red,Red Impatiens,Impatiens walleriana,Impatiens,Annual,true,impatiens,false,1,#d6283a,,full-shade,high,,red shade
impatiens-white,White Impatiens,Impatiens walleriana,Impatiens,Annual,true,impatiens,false,1,#f4f2ea,,full-shade,high,,white shade
impatiens-violet,Violet Impatiens,Impatiens walleriana,Impatiens,Annual,true,impatiens,false,1,#9a4aae,,full-shade,high,,purple violet shade
impatiens-salmon,Salmon Impatiens,Impatiens walleriana,Impatiens,Annual,true,impatiens,false,1,#f0907a,,full-shade,high,,coral salmon shade
impatiens-lavender,Lavender Impatiens,Impatiens walleriana,Impatiens,Annual,true,impatiens,false,1,#c89ad0,,full-shade,high,,lavender purple shade
impatiens-rose,Rose Impatiens,Impatiens walleriana,Impatiens,Annual,true,impatiens,false,1,#e0588e,,full-shade,high,,pink rose shade
impatiens-scarlet,Scarlet Impatiens,Impatiens walleriana,Impatiens,Annual,true,impatiens,false,1,#e8442e,,full-shade,high,,red orange scarlet shade
impatiens-new-guinea-red,New Guinea Red,Impatiens hawkeri,Impatiens,Annual,true,impatiens,false,1,#d22e32,#5a6a4a,part-sun,high,,red
impatiens-new-guinea-orange,New Guinea Orange,Impatiens hawkeri,Impatiens,Annual,true,impatiens,false,1,#f0802a,,part-sun,high,,orange coral
impatiens-sunpatiens-coral,SunPatiens Coral,Impatiens 'SunPatiens',Impatiens,Annual,true,impatiens,false,1,#f47a5e,,part-sun,high,,coral orange
impatiens-double-rose,Double Rose Impatiens,Impatiens 'Rockapulco Rose',Impatiens,Annual,true,impatiens,false,1,#d6488e,,full-shade,high,,pink rose magenta shade
begonia,Begonia,Begonia,Begonia,Annual,true,begonia,true,1,#e0607e,,part-shade,moderate,,pink shade
begonia-wax-red,Wax Begonia Red,Begonia semperflorens,Begonia,Annual,true,begonia,false,1,#d6384a,,part-shade,moderate,,red shade
begonia-wax-white,Wax Begonia White,Begonia semperflorens,Begonia,Annual,true,begonia,false,1,#f4f2ea,,part-shade,moderate,,white shade
begonia-wax-pink-bronze,Wax Begonia Pink,Begonia semperflorens,Begonia,Annual,true,begonia,false,1,#e87aa0,#6a4a48,part-shade,moderate,,pink shade
begonia-dragon-wing-red,Dragon Wing Red,Begonia 'Dragon Wing Red',Begonia,Annual,true,begonia,false,1,#d22e3a,#2e6e3a,part-shade,moderate,,red
begonia-dragon-wing-pink,Dragon Wing Pink,Begonia 'Dragon Wing Pink',Begonia,Annual,true,begonia,false,1,#e85a8e,#2e6e3a,part-shade,moderate,,pink
begonia-tuberous-yellow,Tuberous Yellow,Begonia × tuberhybrida,Begonia,Annual,true,begonia,false,1,#f4c430,,part-shade,moderate,,yellow shade
begonia-tuberous-orange,Tuberous Orange,Begonia × tuberhybrida,Begonia,Annual,true,begonia,false,1,#f0802a,,part-shade,moderate,,orange shade
begonia-tuberous-red,Tuberous Red,Begonia × tuberhybrida,Begonia,Annual,true,begonia,false,1,#d22e3a,,part-shade,moderate,,red shade
begonia-nonstop-rose,Nonstop Rose,Begonia 'Nonstop Rose',Begonia,Annual,true,begonia,false,1,#e0588e,,part-shade,moderate,,pink rose shade
begonia-bonfire,Bonfire,Begonia boliviensis 'Bonfire',Begonia,Annual,true,begonia,false,1,#e8542a,,part-shade,moderate,,orange red
begonia-tuberous-apricot,Tuberous Apricot,Begonia × tuberhybrida,Begonia,Annual,true,begonia,false,1,#f0a868,,part-shade,moderate,,apricot peach coral shade
begonia-big-rose,Big Rose,Begonia 'Big Rose Bronze Leaf',Begonia,Annual,true,begonia,false,1,#e04a8e,#5a3a38,part-shade,moderate,,pink rose
geranium-annual,Geranium (Annual),Pelargonium,Pelargonium,Annual,true,geraniums,true,1,#d6402e,,full-sun,moderate,,red
geranium-annual-pink,Pink Geranium,Pelargonium 'Pink',Pelargonium,Annual,true,geraniums,false,1,#e87aa4,,full-sun,moderate,,pink
geranium-annual-white,White Geranium,Pelargonium 'White',Pelargonium,Annual,true,geraniums,false,1,#f4f2ea,,full-sun,moderate,,white
geranium-annual-salmon,Salmon Geranium,Pelargonium 'Salmon',Pelargonium,Annual,true,geraniums,false,1,#f0846a,,full-sun,moderate,,coral salmon peach
geranium-annual-coral,Coral Geranium,Pelargonium 'Coral',Pelargonium,Annual,true,geraniums,false,1,#f06a52,,full-sun,moderate,,coral orange
geranium-annual-purple,Purple Geranium,Pelargonium 'Purple',Pelargonium,Annual,true,geraniums,false,1,#9a4a9e,,full-sun,moderate,,purple magenta
geranium-annual-magenta,Magenta Geranium,Pelargonium 'Magenta',Pelargonium,Annual,true,geraniums,false,1,#c83a7e,,full-sun,moderate,,magenta pink
geranium-annual-burgundy,Burgundy Geranium,Pelargonium 'Burgundy',Pelargonium,Annual,true,geraniums,false,1,#7e2030,,full-sun,moderate,,burgundy red
geranium-annual-lavender,Lavender Geranium,Pelargonium 'Lavender',Pelargonium,Annual,true,geraniums,false,1,#b88ac4,,full-sun,moderate,,lavender purple
geranium-annual-bicolor,Bicolor Geranium,Pelargonium 'Bicolor',Pelargonium,Annual,true,geraniums,false,1,#e86a9a,,full-sun,moderate,,pink white bicolor
geranium-annual-ivy-red,Ivy Geranium,Pelargonium peltatum,Pelargonium,Annual,true,geraniums,false,1,#d6402e,,full-sun,moderate,,red trailing container
snapdragon,Snapdragon,Antirrhinum,Antirrhinum,Annual,true,snapdragons,true,1,#e05a8e,,full-sun,moderate,,pink cut flower
snapdragon-red,Red Snapdragon,Antirrhinum 'Red',Antirrhinum,Annual,true,snapdragons,false,1,#cc2a32,,full-sun,moderate,,red cut flower
snapdragon-yellow,Yellow Snapdragon,Antirrhinum 'Yellow',Antirrhinum,Annual,true,snapdragons,false,1,#f4cc1e,,full-sun,moderate,,yellow cut flower
snapdragon-orange,Orange Snapdragon,Antirrhinum 'Orange',Antirrhinum,Annual,true,snapdragons,false,1,#f0781e,,full-sun,moderate,,orange cut flower
snapdragon-white,White Snapdragon,Antirrhinum 'White',Antirrhinum,Annual,true,snapdragons,false,1,#f4f2ea,,full-sun,moderate,,white cut flower
snapdragon-purple,Purple Snapdragon,Antirrhinum 'Purple',Antirrhinum,Annual,true,snapdragons,false,1,#8a3a96,,full-sun,moderate,,purple cut flower
snapdragon-rose,Rose Snapdragon,Antirrhinum 'Rose',Antirrhinum,Annual,true,snapdragons,false,1,#d6486e,,full-sun,moderate,,pink rose cut flower
snapdragon-bronze,Bronze Snapdragon,Antirrhinum 'Bronze',Antirrhinum,Annual,true,snapdragons,false,1,#c5722a,,full-sun,moderate,,bronze orange cut flower
snapdragon-burgundy,Burgundy Snapdragon,Antirrhinum 'Burgundy',Antirrhinum,Annual,true,snapdragons,false,1,#6e2030,,full-sun,moderate,,burgundy red cut flower
snapdragon-coral,Coral Snapdragon,Antirrhinum 'Coral',Antirrhinum,Annual,true,snapdragons,false,1,#f08060,,full-sun,moderate,,coral salmon peach cut flower
snapdragon-rocket,Rocket Snapdragon,Antirrhinum 'Rocket',Antirrhinum,Annual,true,snapdragons,false,1,#d6488e,,full-sun,moderate,,pink cut flower
cosmos,Cosmos,Cosmos bipinnatus,Cosmos,Annual,true,cosmos,true,1,#e88ab0,,full-sun,low,,pink pollinator cut flower
cosmos-purity,Purity,Cosmos bipinnatus 'Purity',Cosmos,Annual,true,cosmos,false,1,#f4f2ea,,full-sun,low,,white pollinator cut flower
cosmos-sensation-pink,Sensation Pink,Cosmos bipinnatus 'Sensation Pink',Cosmos,Annual,true,cosmos,false,1,#e0689e,,full-sun,low,,pink rose pollinator cut flower
cosmos-rubenza,Rubenza,Cosmos bipinnatus 'Rubenza',Cosmos,Annual,true,cosmos,false,1,#b02842,,full-sun,low,,red crimson burgundy pollinator cut flower
cosmos-dazzler,Dazzler,Cosmos bipinnatus 'Dazzler',Cosmos,Annual,true,cosmos,false,1,#cc2e6e,,full-sun,low,,magenta crimson red pollinator cut flower
cosmos-xanthos,Xanthos,Cosmos bipinnatus 'Xanthos',Cosmos,Annual,true,cosmos,false,1,#f0e08a,,full-sun,low,,yellow pollinator cut flower
cosmos-apricot-lemonade,Apricot Lemonade,Cosmos bipinnatus 'Apricot Lemonade',Cosmos,Annual,true,cosmos,false,1,#f0c090,,full-sun,low,,apricot peach yellow pink pollinator cut flower
cosmos-sea-shells,Sea Shells,Cosmos bipinnatus 'Sea Shells',Cosmos,Annual,true,cosmos,false,1,#e89ab8,,full-sun,low,,pink white rose pollinator cut flower
cosmos-double-click-rose,Double Click Rose,Cosmos bipinnatus 'Double Click Rose',Cosmos,Annual,true,cosmos,false,1,#d6588e,,full-sun,low,,pink rose magenta pollinator cut flower
cosmos-bright-lights,Bright Lights,Cosmos sulphureus 'Bright Lights',Cosmos,Annual,true,cosmos,false,1,#f0902a,,full-sun,low,,orange gold yellow pollinator cut flower
cosmos-cosmic-red,Cosmic Red,Cosmos sulphureus 'Cosmic Red',Cosmos,Annual,true,cosmos,false,1,#e0402a,,full-sun,low,,red orange scarlet pollinator cut flower
cosmos-cosmic-yellow,Cosmic Yellow,Cosmos sulphureus 'Cosmic Yellow',Cosmos,Annual,true,cosmos,false,1,#f4c020,,full-sun,low,,yellow gold pollinator cut flower
pansy,Pansy,Viola × wittrockiana,Viola,Annual,true,pansies,true,1,#6f4fae,,part-sun,moderate,,purple cool season
pansy-yellow,Yellow Pansy,Viola wittrockiana 'Yellow',Viola,Annual,true,pansies,false,1,#f4cc1e,,part-sun,moderate,,yellow cool season
pansy-blue,Blue Pansy,Viola wittrockiana 'Blue',Viola,Annual,true,pansies,false,1,#3a5aa8,,part-sun,moderate,,blue purple cool season
pansy-white,White Pansy,Viola wittrockiana 'White',Viola,Annual,true,pansies,false,1,#f4f2ea,,part-sun,moderate,,white cool season
pansy-orange,Orange Pansy,Viola wittrockiana 'Orange',Viola,Annual,true,pansies,false,1,#f0801e,,part-sun,moderate,,orange cool season
pansy-red,Red Pansy,Viola wittrockiana 'Red',Viola,Annual,true,pansies,false,1,#9e2838,,part-sun,moderate,,red burgundy cool season
pansy-purple-face,Purple Face Pansy,Viola wittrockiana 'Purple Face',Viola,Annual,true,pansies,false,1,#6a3a9e,,part-sun,moderate,,purple bicolor cool season
pansy-yellow-blotch,Yellow Blotch Pansy,Viola wittrockiana 'Yellow Blotch',Viola,Annual,true,pansies,false,1,#f0c41e,,part-sun,moderate,,yellow bicolor cool season
pansy-rose,Rose Pansy,Viola wittrockiana 'Rose',Viola,Annual,true,pansies,false,1,#d6608e,,part-sun,moderate,,pink rose cool season
pansy-black,Black Pansy,Viola wittrockiana 'Clear Crystals Black',Viola,Annual,true,pansies,false,1,#2a2230,,part-sun,moderate,,black purple cool season
pansy-viola-sorbet,Sorbet Viola,Viola cornuta 'Sorbet',Viola,Annual,true,pansies,false,1,#6a4aae,,part-sun,moderate,,purple viola cool season
pansy-viola-yellow,Yellow Viola,Viola cornuta 'Yellow',Viola,Annual,true,pansies,false,1,#f4cc2a,,part-sun,moderate,,yellow viola cool season
sweet-alyssum,Sweet Alyssum,Lobularia maritima,Lobularia,Annual,true,sweet-alyssum,true,1,#fbfbfb,,full-sun,moderate,,white fragrant groundcover
sweet-alyssum-royal-carpet,Royal Carpet,Lobularia maritima 'Royal Carpet',Lobularia,Annual,true,sweet-alyssum,false,1,#7a4aae,,full-sun,moderate,,purple fragrant groundcover
sweet-alyssum-rosie-oday,Rosie O'Day,Lobularia maritima 'Rosie O'Day',Lobularia,Annual,true,sweet-alyssum,false,1,#e0689e,,full-sun,moderate,,pink rose fragrant groundcover
